4,19,3,2,3,874027.8,46001.46316,200000,1,81802.43103,199999,231313.8,12174.41053,200004.32,3.52,45633.87599,200000.8,2.842105263,9,0,4.298102396,9,4,3,5,2,13.68421053,3,30,27,15.57894737,10,22,12,104.3157895,63,151,88,3.263157895,0,6,6,0.157894737,0,1,1,0,0,0,0,0,0,13.05263158,3,21,18,40.05263158,14,56,42,823.2105263,194,1301,1107,4,13,4,2,2,254624,19586.46154,200000,400,54384.31336,199600,260150.76,20011.59692,200012.84,403.52,54277.12717,199609.32,8.307692308,9,0,2.496150883,9,4.153846154,3,5,2,19.15384615,14,30,16,17,11,22,11,114.5384615,75,151,76,3.538461538,0,6,6,0.307692308,0,1,1,0,0,0,0,0,0,14.61538462,10,20,10,27.30769231,2,53,51,904.2307692,602,1248,646,2012,10,18,105,1,58,0
21,91,16,5,10,408376.6,4487.654945,20167.09,6.88,4438.427941,20160.21,250071.23,2748.035495,16178.61,10.01,3442.211984,16168.6,12.10989011,45,0,13.25766072,45,3.989010989,3,5,2,17.52747253,2,31,29,16.0989011,10,22,12,107.8791209,64,148,84,3.186813187,0,6,6,0.153846154,0,1,1,0,0,0,0.076923077,1,1,14.41758242,4,21,17,26.67032967,0,59,59,891.7252747,281,1314,1033,10,76,8,6,7,406699.55,5351.309868,28000,100,5127.49048,27900,652363.19,8583.726184,29040.39,461.73,6455.410869,28578.66,31.85526316,45,6,8.611161667,39,3.947368421,3,5,2,18.01315789,2,31,29,15.89473684,10,22,12,107.0526316,67,147,80,3.789473684,0,6,6,0.171052632,0,1,1,0,0,0,0.052631579,1,1,16.11842105,9,21,12,25.69736842,0,59,59,992.8026316,548,1268,720,2014,5,9,201,1,35,0
3,21,3,2,2,41892.46,1994.879048,15000,159.92,3057.477733,14840.08,52380.73,2494.320476,7187.17,0,2141.600792,7187.17,0.714285714,9,0,2.305273458,9,4.428571429,3,5,2,20.9047619,10,30,20,18.19047619,12,22,10,124.6190476,80,151,71,5.285714286,4,6,2,0.523809524,0,1,1,0,0,0,0,0,0,2.952380952,2,15,13,17.14285714,8,29,21,194.2857143,128,914,786,3,6,2,3,3,41892.23,6982.038333,15000,1032.77,4683.757084,13967.23,41892.46,6982.076667,15000,1033,4683.698656,13967,26.5,30,9,8.5732141,21,4.333333333,3,5,2,17.16666667,10,26,16,17.5,11,22,11,118,75,147,72,3.5,1,6,5,0.166666667,0,1,1,0,0,0,0,0,0,14,9,17,8,39.33333333,14,53,39,879.3333333,569,1067,498,2019,11,25,201,0,34,0
13,26,5,4,5,28519.65,1096.909615,10000.74,0.01,2422.824331,10000.73,71480.94,2749.266923,17000.74,0,4403.205177,17000.74,14.73076923,33,6,6.545579836,27,3.269230769,3,5,2,21.23076923,2,30,28,13.57692308,11,18,7,89.53846154,74,123,49,2.5,0,6,6,0.192307692,0,1,1,0,0,0,0.038461538,1,1,13,6,23,17,25.46153846,2,59,57,805.4615385,382,1383,1001,2,2,2,1,1,22000.01,11000.005,22000,0.01,15556.34212,21999.99,22001.49,11000.745,22000.74,0.75,15556.34212,21999.99,16.5,24,9,10.60660172,15,4,4,4,0,14,3,25,22,15.5,14,17,3,105,94,116,22,4.5,4,5,1,0,0,0,0,0,0,0,0,0,0,15.5,15,16,1,37.5,29,46,17,967.5,946,989,43,2019,12,30,5,1,43,0
24,156,12,5,8,90068.59,577.3627564,22818.45,0.5,2397.478296,22817.95,985550.79,6317.633269,24963.44,220.61,5444.047807,24742.83,20.43589744,63,0,11.92296753,63,3.878205128,3,5,2,13.78846154,1,31,30,15.10897436,9,22,13,100.7628205,61,152,91,3,0,6,6,0.134615385,0,1,1,0.038461538,1,1,0.019230769,1,1,13.55769231,2,23,21,23.17307692,0,59,59,836.6346154,160,1383,1223,4,10,4,3,4,91668.06,9166.806,34745,170,10551.42622,34575,132484.4,13248.44,35032.39,2208.61,10596.82395,32823.78,25.2,45,6,17.0997076,39,4.2,3,5,2,8.9,1,18,17,15.8,10,20,10,105.6,63,138,75,3,1,6,5,0.1,0,1,1,0.1,1,1,0,0,0,11.5,7,19,12,32.1,0,59,59,722.1,453,1185,732,2015,5,17,134,0,31,0
3,14,5,3,3,19434.75,1388.196429,8140,1,2806.414464,8139,8693.56,620.9685714,7587.29,1.04,2010.529357,7586.25,32.5,45,12,13.43789132,33,4.571428571,3,5,2,23.92857143,14,31,17,19.5,14,22,8,131.9285714,91,152,61,3.428571429,0,6,6,0.214285714,0,1,1,0,0,0,0.357142857,1,1,12.5,0,22,22,30.42857143,2,55,53,780.4285714,11,1360,1349,4,8,4,3,3,20021,2502.625,8240,50,3583.311993,8190,20267.32,2533.415,8241.04,51.04,3573.91146,8190,34.875,39,33,2.748376144,6,4.625,3,5,2,24.375,14,31,17,19.75,14,22,8,134,91,152,61,3.75,1,6,5,0.25,0,1,1,0,0,0,0.375,1,1,15.25,0,22,22,28.125,4,58,54,943.125,10,1359,1349,2019,12,7,169,0,33,0
13,247,5,3,3,31691.8,128.3068826,4000,1,308.4610404,3999,875515.98,3544.599109,10712.01,2.13,3092.797426,10709.88,37.12550607,55,9,12.96823971,46,4.360323887,3,5,2,19.34412955,1,31,30,18,12,22,10,121.0121457,81,152,71,3.012145749,0,6,6,0.16194332,0,1,1,0.028340081,1,1,0.170040486,1,1,13.41700405,0,23,23,27.01214575,0,59,59,832.0323887,1,1437,1436,3,85,4,3,3,31683.1,372.7423529,7900,9.9,1152.937011,7890.1,283206.84,3331.845176,14712.01,36.03,2962.845461,14675.98,39,45,0,14.95708146,45,4.529411765,3,5,2,18.2,1,31,30,18.58823529,12,22,10,124.9764706,81,150,69,2.858823529,0,6,6,0.129411765,0,1,1,0.023529412,1,1,0.105882353,1,1,14,0,23,23,27.55294118,0,59,59,867.5529412,4,1421,1417,2012,3,24,177,1,37,0
30,103,9,3,5,381446.7,3703.366019,130000,2,13804.15998,129998,434582.1,4219.243689,20232.11,274.02,3334.998073,19958.09,15.2038835,27,0,5.608745313,27,4.796116505,3,5,2,22.96116505,1,31,30,20.29126214,9,22,13,137.7864078,61,152,91,3.747572816,0,6,6,0.233009709,0,1,1,0.029126214,1,1,0.077669903,1,1,9.495145631,7,23,16,29.46601942,0,59,59,599.1747573,455,1401,946,6,27,4,3,3,378908.91,14033.66333,128000,1000,23338.00833,127000,558045.87,20668.36556,130584.56,4584.56,23551.62958,126000,37,45,9,15.25173382,36,4.185185185,3,5,2,16.07407407,1,27,26,16.7037037,11,22,11,112.3703704,71,148,77,3.444444444,1,6,5,0.296296296,0,1,1,0.037037037,1,1,0,0,0,13.81481481,7,21,14,28.96296296,0,59,59,857.8518519,468,1286,818,2012,3,24,31,0,63,0
42,147,5,4,5,23491.42,159.8055782,1680,1,346.8399316,1679,126360.47,859.595034,3198.19,0,847.2271049,3198.19,15.86394558,63,0,9.260047824,63,4.258503401,3,5,2,16.76870748,2,30,28,17.20408163,11,21,10,115.4217687,75,144,69,2.993197279,0,6,6,0.149659864,0,1,1,0,0,0,0.013605442,1,1,13.9047619,0,23,23,29.95238095,0,59,59,864.2380952,32,1423,1391,6,28,4,4,5,23492.16,839.0057143,3220.79,0.16,983.1920445,3220.63,34075.2,1216.971429,3221.08,19.03,1049.225035,3202.05,31.82142857,42,0,7.408971396,42,4.178571429,3,5,2,13.25,1,29,28,16.32142857,11,21,10,109.4642857,75,143,68,3.214285714,1,6,5,0.107142857,0,1,1,0.071428571,1,1,0,0,0,15.46428571,0,23,23,22.71428571,2,59,57,950.5714286,7,1422,1415,2019,12,8,165,0,30,0
10,18,9,4,5,91913.59,5106.310556,40000,22.19,9102.603834,39977.81,6430383.15,357243.5083,392904.99,310904.99,31430.38717,82000,10.66666667,45,0,13.4251739,45,4.055555556,3,5,2,13.16666667,1,31,30,15.77777778,10,21,11,105.4444444,63,140,77,3,0,6,6,0.166666667,0,1,1,0.055555556,1,1,0.055555556,1,1,13.16666667,3,22,19,29.94444444,7,59,52,819.9444444,224,1359,1135,4,6,4,3,3,94048.25,15674.70833,90000,22.19,36417.92349,89977.81,2185557.42,364259.57,402904.99,312904.99,38284.80523,90000,10.5,45,0,17.46711195,45,4.166666667,3,5,2,6.833333333,1,16,15,15.16666667,9,20,11,102.6666667,61,137,76,4.5,2,6,4,0.166666667,0,1,1,0.5,1,1,0,0,0,11.33333333,5,20,15,28.16666667,4,41,37,708.1666667,304,1238,934,2016,4,20,240,0,30,0
9,56,6,3,5,78377.71,1399.601964,32000,3,4785.725322,31997,205989.35,3678.38125,12291.87,1849.6,1736.878927,10442.27,16.58928571,45,0,10.48249933,45,4.410714286,3,5,2,15.30357143,2,31,29,17.53571429,10,22,12,118.4642857,62,152,90,3.714285714,0,6,6,0.232142857,0,1,1,0,0,0,0.017857143,1,1,15.30357143,9,23,14,23.83928571,0,57,57,942.0535714,540,1392,852,4,6,4,4,4,79354.99,13225.83167,32000,18.3,12499.24751,31981.7,98162.97,16360.495,35918.87,3764.56,12381.23133,32154.31,7.5,12,0,4.135214626,12,4.5,3,5,2,15.5,10,24,14,18,11,21,10,121.3333333,70,145,75,3.333333333,0,6,6,0.333333333,0,1,1,0,0,0,0,0,0,10.16666667,9,11,2,20.33333333,0,51,51,630.3333333,540,711,171,2013,12,24,17,0,28,0
18,85,8,6,7,48395.93,569.3638824,4174.58,-500,787.7385677,4674.58,173680.01,2043.294235,10395.8,0,2665.120596,10395.8,14.78823529,30,0,6.74200429,30,4.129411765,3,5,2,14.72941176,4,29,25,16.49411765,10,21,11,109.5529412,64,144,80,2.094117647,0,6,6,0.141176471,0,1,1,0,0,0,0,0,0,11.96470588,0,23,23,28.98823529,0,59,59,746.8705882,3,1408,1405,8,21,5,3,4,48388.21,2304.200476,10000,0.03,2749.339502,9999.97,56340.23,2682.868095,10695.8,40.39,2933.351186,10655.41,23.71428571,33,6,12.14554592,27,4.19047619,3,5,2,16.14285714,11,30,19,16.80952381,11,22,11,112.8095238,75,151,76,3.142857143,0,6,6,0.095238095,0,1,1,0,0,0,0,0,0,14.0952381,1,23,22,30.28571429,1,58,57,876,92,1385,1293,2016,6,13,240,0,51,0
8,14,4,3,3,17026,1216.142857,5400,1,1578.740533,5399,17304.57,1236.040714,3453.68,50.64,987.7905927,3403.04,21.42857143,45,9,12.04934908,36,4.071428571,3,5,2,17.78571429,3,29,26,16.57142857,10,22,12,110.5714286,63,150,87,2.571428571,0,6,6,0.071428571,0,1,1,0,0,0,0,0,0,13.57142857,3,21,18,28.5,4,56,52,842.7857143,185,1297,1112,3,85,2,2,2,17341.19,204.014,3973.03,3.99,465.1707417,3969.04,188414.45,2216.640588,5451.64,220.7,1222.421042,5230.94,27.81176471,28,12,1.735443663,16,4,3,5,2,16.10588235,1,31,30,15.96470588,9,22,13,106.7764706,61,152,91,3.023529412,0,6,6,0.164705882,0,1,1,0.035294118,1,1,0.047058824,1,1,6.211764706,6,16,10,51.28235294,0,59,59,423.9882353,408,997,589,2018,2,25,31,1,25,0
28,160,5,3,3,19129.62,119.560125,4001,1,511.0645884,4000,164819.91,1030.124438,3120.48,6.07,592.7327297,3114.41,18.275,45,12,8.010174348,33,3.90625,3,5,2,15.24375,1,31,30,15.40625,9,22,13,103.0875,61,151,90,3.24375,0,6,6,0.15,0,1,1,0.03125,1,1,0.01875,1,1,13.9625,0,23,23,27.03125,0,59,59,864.78125,5,1403,1398,4,8,4,3,3,18240.97,2280.12125,6780.77,13.11,3123.111041,6767.66,24654.87,3081.85875,7121.48,520.48,2659.439787,6601,30.375,45,0,15.66559014,45,3.875,3,5,2,16.75,3,29,26,15.625,10,22,12,103.5,63,150,87,2.125,0,5,5,0,0,0,0,0,0,0,0,0,0,11.875,1,23,22,27.5,1,54,53,740,81,1406,1325,2018,8,17,66,1,26,0
39,201,9,4,7,323603.17,1609.96602,28000,1,3794.811476,27999,1248834.29,6213.10592,55353.49,0,10129.00814,55353.49,16.29850746,45,0,13.01769748,45,4.2039801,3,5,2,19.01492537,1,31,30,17.26368159,10,22,12,115.9054726,62,152,90,3.059701493,0,6,6,0.164179104,0,1,1,0.029850746,1,1,0.049751244,1,1,13.92537313,0,23,23,30.09950249,0,59,59,865.6218905,31,1427,1396,10,34,10,4,5,329900,9702.941176,57200,50,12108.3301,57150,365534.22,10751.00647,57311.62,148.06,12307.57363,57163.56,27.29411765,73,9,18.36090942,64,4.264705882,3,5,2,19.52941176,7,31,24,17.55882353,10,22,12,118.2352941,67,152,85,3.323529412,0,6,6,0.235294118,0,1,1,0,0,0,0.029411765,1,1,12.47058824,0,21,21,32.11764706,4,59,55,780.3529412,32,1282,1250,2015,1,11,83,0,40,0
25,198,10,3,6,856152.95,4324.004798,168000,5,15423.06994,167995,834017.51,4212.209646,35812.18,52.97,3589.623419,35759.21,11.10606061,39,0,4.824205427,39,3.792929293,3,5,2,15.81818182,1,31,30,15.03535354,10,22,12,100.1868687,63,150,87,2.939393939,0,6,6,0.111111111,0,1,1,0.065656566,1,1,0.01010101,1,1,13.14646465,2,23,21,29.47979798,0,59,59,818.2676768,129,1392,1263,7,61,6,3,3,854832.96,14013.65508,168000,12,25023.48129,167988,1147376.52,18809.45115,173789.18,1857.56,25870.17986,171931.62,22.49180328,30,9,6.087207764,21,3.885245902,3,5,2,16.16393443,1,31,30,15.45901639,10,22,12,103.3442623,63,150,87,3.131147541,0,6,6,0.131147541,0,1,1,0.032786885,1,1,0.016393443,1,1,14.2295082,0,22,22,27.09836066,0,59,59,880.8688525,43,1379,1336,2016,7,26,176,0,37,0
24,74,4,3,4,15730.58,212.5754054,2000,0.5,354.3204061,1999.5,546958.92,7391.336757,15687.82,7.6,5753.966949,15680.22,17.13513514,45,0,8.340895002,45,4.081081081,3,5,2,15.97297297,1,30,29,16.28378378,9,22,13,109.1216216,61,148,87,3.135135135,0,6,6,0.175675676,0,1,1,0.040540541,1,1,0.054054054,1,1,14.98648649,1,23,22,25.83783784,2,59,57,925.027027,80,1402,1322,3,17,2,2,4,25981.2,1528.305882,7169.12,80,1886.046834,7089.12,132390.52,7787.677647,16032.82,107.6,5912.018224,15925.22,45.70588235,51,15,10.58161558,36,4,3,5,2,15,1,29,28,15.88235294,10,22,12,105.7058824,67,148,81,2.529411765,0,6,6,0.058823529,0,1,1,0.117647059,1,1,0,0,0,15.11764706,9,23,14,31.58823529,5,59,54,938.6470588,565,1401,836,2019,4,19,30,0,28,0
39,172,7,3,3,275904.43,1604.095523,100000,0.21,9816.767741,99999.79,2103381.13,12228.96006,103588.11,1.38,27115.03694,103586.73,30.93604651,57,6,15.01778605,51,4.075581395,3,5,2,17.64534884,1,31,30,16.54651163,10,22,12,110.5813953,62,152,90,2.755813953,0,6,6,0.069767442,0,1,1,0.005813953,1,1,0.023255814,1,1,14.5755814,0,23,23,29.31395349,0,59,59,903.8488372,2,1421,1419,7,22,6,4,4,170735.59,7760.708636,160000,0.1,34019.3026,159999.9,501142.49,22779.20409,161813.56,375.8,42176.58925,161437.76,29.45454545,54,0,20.56980513,54,4.090909091,3,5,2,15.18181818,4,29,25,16.27272727,10,22,12,108.5454545,66,150,84,2.636363636,0,6,6,0.045454545,0,1,1,0,0,0,0,0,0,13.54545455,1,23,22,29.31818182,4,54,50,842.0454545,65,1404,1339,2018,11,3,53,1,28,0
41,154,5,2,3,21846.91,141.8630519,2700,0.01,383.0184434,2699.99,5475354.84,35554.25221,38346.27,29939.14,1976.867691,8407.13,21.97402597,45,0,12.18804088,45,4.019480519,3,5,2,18.0974026,1,30,29,16.29220779,9,22,13,109.4285714,61,151,90,3.383116883,0,6,6,0.201298701,0,1,1,0.025974026,1,1,0.025974026,1,1,15.61038961,1,23,22,30.44805195,0,59,59,967.0714286,81,1388,1307,5,7,5,4,4,20238.22,2891.174286,5163.71,18.29,2387.415202,5145.42,261378.48,37339.78286,39026.95,34586.85,1505.914161,4440.1,31.71428571,48,9,17.9880913,39,3.428571429,3,5,2,16.57142857,15,23,8,13.42857143,11,20,9,89.71428571,75,136,61,3.714285714,0,6,6,0.428571429,0,1,1,0,0,0,0,0,0,14.71428571,11,21,10,33.14285714,23,58,35,916,683,1296,613,2016,9,18,39,1,29,0
12,74,4,2,3,17401.4,235.1540541,3000,1,611.21178,2999,111383.92,1505.188108,5597.27,41.93,1251.708559,5555.34,20.35135135,45,0,8.661728817,45,4.108108108,3,5,2,16.95945946,1,31,30,16.51351351,9,22,13,110.7972973,61,152,91,3.202702703,0,6,6,0.162162162,0,1,1,0.067567568,1,1,0.054054054,1,1,11.90540541,1,22,21,34.85135135,0,59,59,749.1756757,85,1350,1265,2,5,2,2,2,16668.16,3333.632,4641.54,200.26,1873.574225,4441.28,21375.29,4275.058,5600.57,666.93,2062.181961,4933.64,36.6,39,33,3.286335345,6,4.4,3,5,2,24.6,5,31,26,18.8,13,22,9,127.4,89,152,63,3.8,1,6,5,0.4,0,1,1,0,0,0,0.2,1,1,12.4,7,17,10,17.4,3,48,45,761.4,468,1023,555,2018,9,17,30,0,43,0
61,303,19,5,8,492330.75,1624.85396,34841,-5000,3629.635824,39841,1189565.97,3925.960297,40051.91,0,5845.422448,40051.91,14.68646865,39,0,8.087520949,39,3.95049505,3,5,2,14.98019802,1,31,30,15.54455446,9,22,13,104.1617162,61,152,91,3.349834983,0,6,6,0.165016502,0,1,1,0.085808581,1,1,0.01320132,1,1,14.86138614,1,23,22,29.99009901,0,59,59,921.6732673,62,1439,1377,18,177,12,3,4,467247.59,2639.816893,40000,20,4385.838398,39980,1161859.26,6564.17661,40167.83,188.83,6567.814324,39979,34.51412429,51,9,10.27525013,42,4.039548023,3,5,2,13.62711864,1,31,30,15.79096045,10,22,12,105.4915254,64,152,88,2.95480226,0,6,6,0.084745763,0,1,1,0.118644068,1,1,0.016949153,1,1,16.6779661,8,23,15,29.57062147,0,59,59,1030.248588,523,1416,893,2017,7,16,116,1,41,0
14,43,5,3,5,37388.62,869.5027907,18000,5.5,3125.609655,17994.5,340604.87,7921.043488,19858.19,10.59,3712.790155,19847.6,11.51162791,45,0,7.228818296,45,3.534883721,3,5,2,12.65116279,1,31,30,13.44186047,10,20,10,89.18604651,62,137,75,3.093023256,0,6,6,0.069767442,0,1,1,0.093023256,1,1,0.023255814,1,1,14.58139535,0,23,23,29.58139535,0,58,58,904.4651163,18,1401,1383,4,6,4,4,4,39154.27,6525.711667,19549.08,75.15,7662.718333,19473.93,67511.43,11251.905,19908.19,359.11,6853.955202,19549.08,24,36,0,16.5408585,36,3.833333333,3,5,2,13.16666667,8,29,21,14.83333333,11,19,8,98.83333333,70,131,61,3,1,6,5,0.166666667,0,1,1,0,0,0,0,0,0,13.66666667,11,17,6,31.5,9,58,49,851.5,675,1075,400,2018,3,31,17,1,24,0
5,42,5,4,4,136520.52,3250.488571,85000,11,13603.2255,84989,251169.63,5980.229286,85551.9,147.71,18033.77633,85404.19,37.02380952,45,0,14.01826003,45,3.904761905,3,5,2,15.97619048,1,30,29,15.57142857,9,22,13,103.7619048,61,148,87,2.761904762,0,6,6,0.142857143,0,1,1,0.047619048,1,1,0.047619048,1,1,14.5952381,6,23,17,27.52380952,0,59,59,903.2380952,391,1416,1025,3,18,3,4,4,135635.3,7535.294444,100739.73,24,23841.00989,100715.73,169334.59,9407.477222,102551.9,171.71,23891.40785,102380.19,31.5,45,0,19.82645292,45,4,3,5,2,16.61111111,2,30,28,16.05555556,10,21,11,107.2777778,64,139,75,2.888888889,0,6,6,0.222222222,0,1,1,0,0,0,0.111111111,1,1,13.44444444,6,19,13,23.5,0,58,58,830.1666667,375,1191,816,2012,12,2,69,1,43,0
