0,1,2,3,4,5,6,y
14.860000,14.670000,0.867600,5.678000,3.258000,2.129000,5.351000,0
14.430000,14.400000,0.875100,5.585000,3.272000,3.975000,5.144000,0
15.780000,14.910000,0.892300,5.674000,3.434000,5.593000,5.136000,0
14.490000,14.610000,0.853800,5.715000,3.113000,4.116000,5.396000,0
14.330000,14.280000,0.883100,5.504000,3.199000,3.328000,5.224000,0
14.520000,14.600000,0.855700,5.741000,3.113000,1.481000,5.487000,0
15.030000,14.770000,0.865800,5.702000,3.212000,1.933000,5.439000,0
14.460000,14.350000,0.881800,5.388000,3.377000,2.802000,5.044000,0
14.920000,14.430000,0.900600,5.384000,3.412000,1.142000,5.088000,0
15.380000,14.770000,0.885700,5.662000,3.419000,1.999000,5.222000,0
12.110000,13.470000,0.839200,5.159000,3.032000,1.502000,4.519000,0
11.420000,12.860000,0.868300,5.008000,2.850000,2.700000,4.607000,0
11.230000,12.630000,0.884000,4.902000,2.879000,2.269000,4.703000,0
12.360000,13.190000,0.892300,5.076000,3.042000,3.220000,4.605000,0
13.220000,13.840000,0.868000,5.395000,3.070000,4.157000,5.088000,0
12.780000,13.570000,0.871600,5.262000,3.026000,1.176000,4.782000,0
12.880000,13.500000,0.887900,5.139000,3.119000,2.352000,4.607000,0
14.340000,14.370000,0.872600,5.630000,3.190000,1.313000,5.150000,0
14.010000,14.290000,0.862500,5.609000,3.158000,2.217000,5.132000,0
14.370000,14.390000,0.872600,5.569000,3.153000,1.464000,5.300000,0
12.730000,13.750000,0.845800,5.412000,2.882000,3.533000,5.067000,0
17.630000,15.980000,0.867300,6.191000,3.561000,4.076000,6.060000,1
16.840000,15.670000,0.862300,5.998000,3.484000,4.675000,5.877000,1
17.260000,15.730000,0.876300,5.978000,3.594000,4.539000,5.791000,1
19.110000,16.260000,0.908100,6.154000,3.930000,2.936000,6.079000,1
16.820000,15.510000,0.878600,6.017000,3.486000,4.004000,5.841000,1
16.770000,15.620000,0.863800,5.927000,3.438000,4.920000,5.795000,1
17.320000,15.910000,0.859900,6.064000,3.403000,3.824000,5.922000,1
20.710000,17.230000,0.876300,6.579000,3.814000,4.451000,6.451000,1
18.940000,16.490000,0.875000,6.445000,3.639000,5.064000,6.362000,1
17.120000,15.550000,0.889200,5.850000,3.566000,2.858000,5.746000,1
16.530000,15.340000,0.882300,5.875000,3.467000,5.532000,5.880000,1
18.720000,16.190000,0.897700,6.006000,3.857000,5.324000,5.879000,1
20.200000,16.890000,0.889400,6.285000,3.864000,5.173000,6.187000,1
19.570000,16.740000,0.877900,6.384000,3.772000,1.472000,6.273000,1
19.510000,16.710000,0.878000,6.366000,3.801000,2.962000,6.185000,1
18.270000,16.090000,0.887000,6.173000,3.651000,2.443000,6.197000,1
18.880000,16.260000,0.896900,6.084000,3.764000,1.649000,6.109000,1
18.980000,16.660000,0.859000,6.549000,3.670000,3.691000,6.498000,1
21.180000,17.210000,0.898900,6.573000,4.033000,5.780000,6.231000,1
20.880000,17.050000,0.903100,6.450000,4.032000,5.016000,6.321000,1
20.100000,16.990000,0.874600,6.581000,3.785000,1.955000,6.449000,1
18.760000,16.200000,0.898400,6.172000,3.796000,3.120000,6.053000,1
18.810000,16.290000,0.890600,6.272000,3.693000,3.237000,6.053000,1
18.590000,16.050000,0.906600,6.037000,3.860000,6.001000,5.877000,1
18.360000,16.520000,0.845200,6.666000,3.485000,4.933000,6.448000,1
16.870000,15.650000,0.864800,6.139000,3.463000,3.696000,5.967000,1
19.310000,16.590000,0.881500,6.341000,3.810000,3.477000,6.238000,1
18.980000,16.570000,0.868700,6.449000,3.552000,2.144000,6.453000,1
18.170000,16.260000,0.863700,6.271000,3.512000,2.853000,6.273000,1
18.720000,16.340000,0.881000,6.219000,3.684000,2.188000,6.097000,1
16.410000,15.250000,0.886600,5.718000,3.525000,4.217000,5.618000,1
17.990000,15.860000,0.899200,5.890000,3.694000,2.068000,5.837000,1
19.460000,16.500000,0.898500,6.113000,3.892000,4.308000,6.009000,1
19.180000,16.630000,0.871700,6.369000,3.681000,3.357000,6.229000,1
18.950000,16.420000,0.882900,6.248000,3.755000,3.368000,6.148000,1
18.830000,16.290000,0.891700,6.037000,3.786000,2.553000,5.879000,1
18.850000,16.170000,0.905600,6.152000,3.806000,2.843000,6.200000,1
17.630000,15.860000,0.880000,6.033000,3.573000,3.747000,5.929000,1
19.940000,16.920000,0.875200,6.675000,3.763000,3.252000,6.550000,1
18.550000,16.220000,0.886500,6.153000,3.674000,1.738000,5.894000,1
18.450000,16.120000,0.892100,6.107000,3.769000,2.235000,5.794000,1
19.380000,16.720000,0.871600,6.303000,3.791000,3.678000,5.965000,1
19.130000,16.310000,0.903500,6.183000,3.902000,2.109000,5.924000,1
19.140000,16.610000,0.872200,6.259000,3.737000,6.682000,6.053000,1
20.970000,17.250000,0.885900,6.563000,3.991000,4.677000,6.316000,1
19.060000,16.450000,0.885400,6.416000,3.719000,2.248000,6.163000,1
18.960000,16.200000,0.907700,6.051000,3.897000,4.334000,5.750000,1
19.150000,16.450000,0.889000,6.245000,3.815000,3.084000,6.185000,1
18.890000,16.230000,0.900800,6.227000,3.769000,3.639000,5.966000,1
20.030000,16.900000,0.881100,6.493000,3.857000,3.063000,6.320000,1
20.240000,16.910000,0.889700,6.315000,3.962000,5.901000,6.188000,1
18.140000,16.120000,0.877200,6.059000,3.563000,3.619000,6.011000,1
16.170000,15.380000,0.858800,5.762000,3.387000,4.286000,5.703000,1
18.430000,15.970000,0.907700,5.980000,3.771000,2.984000,5.905000,1
15.990000,14.890000,0.906400,5.363000,3.582000,3.336000,5.144000,1
18.750000,16.180000,0.899900,6.111000,3.869000,4.188000,5.992000,1
18.650000,16.410000,0.869800,6.285000,3.594000,4.391000,6.102000,1
17.980000,15.850000,0.899300,5.979000,3.687000,2.257000,5.919000,1
20.160000,17.030000,0.873500,6.513000,3.773000,1.910000,6.185000,1
17.550000,15.660000,0.899100,5.791000,3.690000,5.366000,5.661000,1
18.300000,15.890000,0.910800,5.979000,3.755000,2.837000,5.962000,1
18.940000,16.320000,0.894200,6.144000,3.825000,2.908000,5.949000,1
15.380000,14.900000,0.870600,5.884000,3.268000,4.462000,5.795000,1
16.160000,15.330000,0.864400,5.845000,3.395000,4.266000,5.795000,1
15.560000,14.890000,0.882300,5.776000,3.408000,4.972000,5.847000,1
15.380000,14.660000,0.899000,5.477000,3.465000,3.600000,5.439000,1
17.360000,15.760000,0.878500,6.145000,3.574000,3.526000,5.971000,1
15.570000,15.150000,0.852700,5.920000,3.231000,2.640000,5.879000,1
15.600000,15.110000,0.858000,5.832000,3.286000,2.725000,5.752000,1
16.230000,15.180000,0.885000,5.872000,3.472000,3.769000,5.922000,1
13.070000,13.920000,0.848000,5.472000,2.994000,5.304000,5.395000,2
13.320000,13.940000,0.861300,5.541000,3.073000,7.035000,5.440000,2
13.340000,13.950000,0.862000,5.389000,3.074000,5.995000,5.307000,2
12.220000,13.320000,0.865200,5.224000,2.967000,5.469000,5.221000,2
11.820000,13.400000,0.827400,5.314000,2.777000,4.471000,5.178000,2
11.210000,13.130000,0.816700,5.279000,2.687000,6.169000,5.275000,2
11.430000,13.130000,0.833500,5.176000,2.719000,2.221000,5.132000,2
12.490000,13.460000,0.865800,5.267000,2.967000,4.421000,5.002000,2
12.700000,13.710000,0.849100,5.386000,2.911000,3.260000,5.316000,2
10.790000,12.930000,0.810700,5.317000,2.648000,5.462000,5.194000,2
11.830000,13.230000,0.849600,5.263000,2.840000,5.195000,5.307000,2
12.010000,13.520000,0.824900,5.405000,2.776000,6.992000,5.270000,2
12.260000,13.600000,0.833300,5.408000,2.833000,4.756000,5.360000,2
11.180000,13.040000,0.826600,5.220000,2.693000,3.332000,5.001000,2
11.360000,13.050000,0.838200,5.175000,2.755000,4.048000,5.263000,2
11.190000,13.050000,0.825300,5.250000,2.675000,5.813000,5.219000,2
11.340000,12.870000,0.859600,5.053000,2.849000,3.347000,5.003000,2
12.130000,13.730000,0.808100,5.394000,2.745000,4.825000,5.220000,2
11.750000,13.520000,0.808200,5.444000,2.678000,4.378000,5.310000,2
11.490000,13.220000,0.826300,5.304000,2.695000,5.388000,5.310000,2
12.540000,13.670000,0.842500,5.451000,2.879000,3.082000,5.491000,2
12.020000,13.330000,0.850300,5.350000,2.810000,4.271000,5.308000,2
12.050000,13.410000,0.841600,5.267000,2.847000,4.988000,5.046000,2
12.550000,13.570000,0.855800,5.333000,2.968000,4.419000,5.176000,2
11.140000,12.790000,0.855800,5.011000,2.794000,6.388000,5.049000,2
12.100000,13.150000,0.879300,5.105000,2.941000,2.201000,5.056000,2
12.440000,13.590000,0.846200,5.319000,2.897000,4.924000,5.270000,2
12.150000,13.450000,0.844300,5.417000,2.837000,3.638000,5.338000,2
11.350000,13.120000,0.829100,5.176000,2.668000,4.337000,5.132000,2
11.240000,13.000000,0.835900,5.090000,2.715000,3.521000,5.088000,2
11.020000,13.000000,0.818900,5.325000,2.701000,6.735000,5.163000,2
11.550000,13.100000,0.845500,5.167000,2.845000,6.715000,4.956000,2
11.270000,12.970000,0.841900,5.088000,2.763000,4.309000,5.000000,2
11.400000,13.080000,0.837500,5.136000,2.763000,5.588000,5.089000,2
10.830000,12.960000,0.809900,5.278000,2.641000,5.182000,5.185000,2
10.800000,12.570000,0.859000,4.981000,2.821000,4.773000,5.063000,2
11.260000,13.010000,0.835500,5.186000,2.710000,5.335000,5.092000,2
10.740000,12.730000,0.832900,5.145000,2.642000,4.702000,4.963000,2
11.480000,13.050000,0.847300,5.180000,2.758000,5.876000,5.002000,2
12.210000,13.470000,0.845300,5.357000,2.893000,1.661000,5.178000,2
11.410000,12.950000,0.856000,5.090000,2.775000,4.957000,4.825000,2
12.460000,13.410000,0.870600,5.236000,3.017000,4.987000,5.147000,2
12.190000,13.360000,0.857900,5.240000,2.909000,4.857000,5.158000,2
11.650000,13.070000,0.857500,5.108000,2.850000,5.209000,5.135000,2
12.890000,13.770000,0.854100,5.495000,3.026000,6.185000,5.316000,2
11.560000,13.310000,0.819800,5.363000,2.683000,4.062000,5.182000,2
11.810000,13.450000,0.819800,5.413000,2.716000,4.898000,5.352000,2
10.910000,12.800000,0.837200,5.088000,2.675000,4.179000,4.956000,2
11.230000,12.820000,0.859400,5.089000,2.821000,7.524000,4.957000,2
10.590000,12.410000,0.864800,4.899000,2.787000,4.975000,4.794000,2
10.930000,12.800000,0.839000,5.046000,2.717000,5.398000,5.045000,2
11.270000,12.860000,0.856300,5.091000,2.804000,3.985000,5.001000,2
11.870000,13.020000,0.879500,5.132000,2.953000,3.597000,5.132000,2
10.820000,12.830000,0.825600,5.180000,2.630000,4.853000,5.089000,2
12.110000,13.270000,0.863900,5.236000,2.975000,4.132000,5.012000,2
12.800000,13.470000,0.886000,5.160000,3.126000,4.873000,4.914000,2
12.790000,13.530000,0.878600,5.224000,3.054000,5.483000,4.958000,2
13.370000,13.780000,0.884900,5.320000,3.128000,4.670000,5.091000,2
12.620000,13.670000,0.848100,5.410000,2.911000,3.306000,5.231000,2
12.760000,13.380000,0.896400,5.073000,3.155000,2.828000,4.830000,2
12.380000,13.440000,0.860900,5.219000,2.989000,5.472000,5.045000,2
12.670000,13.320000,0.897700,4.984000,3.135000,2.300000,4.745000,2
11.180000,12.720000,0.868000,5.009000,2.810000,4.051000,4.828000,2
12.700000,13.410000,0.887400,5.183000,3.091000,8.456000,5.000000,2
12.370000,13.470000,0.856700,5.204000,2.960000,3.919000,5.001000,2
12.190000,13.200000,0.878300,5.137000,2.981000,3.631000,4.870000,2
11.230000,12.880000,0.851100,5.140000,2.795000,4.325000,5.003000,2
13.200000,13.660000,0.888300,5.236000,3.232000,8.315000,5.056000,2
11.840000,13.210000,0.852100,5.175000,2.836000,3.598000,5.044000,2
12.300000,13.340000,0.868400,5.243000,2.974000,5.637000,5.063000,2
